@relation 'after changing values-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B0.0-S1-Z4.0'

@attribute Product_Category {'Traditional Wear',Outerwear,Athleisure,Bottoms,Tops}
@attribute Brand {'Forever 21',Wrangler,Uniqlo,Reebok,Gucci,'Louis Vuitton','Calvin Klein',Zara,Diesel,Versace,Levi’s,Balenciaga,Puma,'Under Armour',Adidas,'Ralph Lauren',GAP,Nike,'Tommy Hilfiger',H&M}
@attribute Product_Name {Tops,Hoodie,Trousers,Skirt,T-Shirt,Leggings,Shorts,'Polo Shirt',Palazzo,Dress,Jeans,Saree,'Casual Shirt',Sweatshirt,'Formal Shirt',Jacket,Jumpsuit,Kurta,'Track Pants',Blazer}
@attribute Gender {Women,Men}
@attribute Size {S,M,XXL,XL,L}
@attribute Color {White,Purple,Orange,Pink,Green,Blue,Black,Red,Yellow}
@attribute Season {Winter,All-Season,Summer}
@attribute Payment_Method {Card,UPI,Cash,'Net Banking'}
@attribute Customer_Type {New,Returning}
@attribute Selling_Price {Medium,Low,High}
@attribute Cost_Price {Medium,Low,High}
@attribute Discount_Percentage {Moderate,Large,Small}
@attribute Quantity_Sold {Medium,Low,'Very Low',High}
@attribute Total_Sales {Medium,High,'Very High',Low}
@attribute Stock_Availability {Medium,High,Low}
@attribute Customer_Age {Elder,Senior,Adult,Teen}
@attribute Purchase_Frequency {Moderate,Frequent,Infrequent}
@attribute Store_Rating {Poor,Average,Excellent}
@attribute Return_Rate {High,Low,Medium}
@attribute Markup {Medium,Low,High}
@attribute Sales_Category {'High Sales','Low Sales','Medium Sales'}

@data
Athleisure,'Calvin Klein',Dress,Men,XL,Blue,Summer,UPI,New,Medium,Medium,Small,Medium,Medium,High,Senior,Moderate,Excellent,Low,Medium,'High Sales'
'Traditional Wear',Reebok,'Track Pants',Women,M,Yellow,All-Season,Cash,New,Medium,Low,Small,High,High,Low,Elder,Moderate,Poor,High,Medium,'High Sales'
'Traditional Wear',Uniqlo,Shorts,Men,M,Purple,All-Season,'Net Banking',New,Medium,Medium,Large,Medium,Medium,Medium,Adult,Moderate,Average,Low,Medium,'High Sales'
Tops,'Louis Vuitton',Saree,Women,L,White,All-Season,UPI,Returning,Medium,Medium,Moderate,Low,Medium,High,Senior,Infrequent,Poor,Medium,Medium,'High Sales'
Bottoms,GAP,Leggings,Men,M,Yellow,Summer,'Net Banking',Returning,Medium,Medium,Moderate,High,High,Medium,Teen,Moderate,Average,High,Medium,'High Sales'
Tops,Nike,Hoodie,Women,XL,Orange,All-Season,UPI,New,Medium,High,Large,High,High,Medium,Teen,Moderate,Average,Medium,Low,'High Sales'
Tops,'Calvin Klein','Formal Shirt',Women,M,Black,All-Season,'Net Banking',Returning,Medium,Medium,Moderate,Low,Medium,Medium,Adult,Moderate,Average,Medium,Medium,'High Sales'
Tops,GAP,'Polo Shirt',Men,XXL,Purple,All-Season,Cash,New,Low,Medium,Small,Medium,Medium,Low,Elder,Frequent,Average,High,Medium,'High Sales'
Tops,Nike,Jumpsuit,Women,XL,Yellow,All-Season,UPI,Returning,Medium,Medium,Large,Low,Medium,High,Adult,Moderate,Excellent,High,Medium,'High Sales'
Bottoms,Puma,'Polo Shirt',Women,XXL,Yellow,All-Season,Card,New,High,Medium,Small,Low,Medium,High,Senior,Moderate,Poor,High,Medium,'High Sales'
Tops,Adidas,T-Shirt,Men,M,Yellow,Summer,UPI,New,High,Medium,Small,High,High,Medium,Adult,Moderate,Average,Medium,Medium,'High Sales'
'Traditional Wear',Gucci,Jacket,Women,XXL,Blue,Summer,'Net Banking',Returning,Medium,Medium,Moderate,Low,High,Low,Teen,Moderate,Excellent,Medium,Medium,'High Sales'
Tops,Adidas,Saree,Women,XL,Black,Summer,Card,New,Low,Medium,Large,'Very Low',Medium,Medium,Senior,Moderate,Average,Medium,Low,'High Sales'
'Traditional Wear',Zara,Tops,Men,XXL,White,All-Season,UPI,New,Medium,Medium,Small,High,Medium,Medium,Adult,Moderate,Poor,High,Medium,'High Sales'
Outerwear,'Calvin Klein',Jumpsuit,Men,M,Pink,Summer,Cash,New,Medium,Medium,Large,High,'Very High',Low,Adult,Infrequent,Excellent,Medium,Medium,'High Sales'
Tops,'Under Armour',Tops,Women,XXL,Green,Summer,Cash,Returning,Medium,Low,Large,'Very Low',High,Low,Senior,Moderate,Poor,High,Medium,'High Sales'
Outerwear,'Calvin Klein',Jeans,Women,S,Orange,Summer,Card,New,Medium,Medium,Moderate,'Very Low',Medium,Low,Elder,Moderate,Excellent,Medium,Medium,'High Sales'
Tops,Zara,Tops,Women,XXL,Yellow,Winter,UPI,Returning,High,Medium,Large,Medium,High,Medium,Adult,Infrequent,Excellent,High,High,'High Sales'
Outerwear,'Tommy Hilfiger','Casual Shirt',Women,M,Green,Winter,Cash,New,Medium,Medium,Small,High,Medium,Medium,Adult,Moderate,Average,High,Medium,'High Sales'
Bottoms,Reebok,Sweatshirt,Women,XXL,White,Winter,'Net Banking',Returning,Medium,Low,Small,Low,High,High,Senior,Frequent,Poor,Low,Medium,'High Sales'
Bottoms,'Under Armour',Trousers,Women,S,Yellow,All-Season,Card,Returning,Medium,Medium,Small,Low,High,High,Elder,Moderate,Average,High,Medium,'High Sales'
Bottoms,Puma,Tops,Men,L,Purple,Winter,'Net Banking',Returning,High,Medium,Moderate,'Very Low',High,High,Adult,Moderate,Excellent,High,High,'High Sales'
Athleisure,'Louis Vuitton',Jacket,Men,M,Black,Winter,Card,New,Medium,Medium,Moderate,'Very Low',Medium,Medium,Senior,Frequent,Average,Low,Medium,'High Sales'
Athleisure,'Louis Vuitton',Palazzo,Women,S,Green,Summer,Card,New,Medium,Medium,Moderate,Low,Medium,Medium,Adult,Moderate,Average,Low,Medium,'High Sales'
Outerwear,Versace,Tops,Men,M,Red,All-Season,Cash,Returning,Medium,Medium,Moderate,Low,Medium,High,Senior,Moderate,Poor,Medium,Medium,'High Sales'
Athleisure,Gucci,'Casual Shirt',Men,S,Blue,Winter,UPI,New,Medium,Medium,Moderate,'Very Low',High,Medium,Teen,Infrequent,Average,Low,Medium,'High Sales'
Athleisure,'Tommy Hilfiger',Dress,Women,S,Black,All-Season,Card,Returning,Low,Medium,Moderate,High,Medium,Low,Adult,Moderate,Excellent,Low,Low,'High Sales'
'Traditional Wear',Versace,Trousers,Women,S,Yellow,Winter,'Net Banking',Returning,Medium,Medium,Large,Low,High,Low,Adult,Frequent,Poor,Low,Medium,'High Sales'
Athleisure,Nike,Leggings,Women,XL,Purple,Summer,Card,Returning,Medium,Medium,Moderate,Low,Medium,Medium,Elder,Moderate,Poor,Medium,Medium,'High Sales'
Tops,'Forever 21',Tops,Women,M,Blue,All-Season,'Net Banking',Returning,Medium,Low,Small,'Very Low',High,High,Adult,Moderate,Excellent,High,Medium,'High Sales'
Tops,Uniqlo,Shorts,Men,L,Pink,All-Season,'Net Banking',Returning,Medium,Medium,Moderate,'Very Low',Medium,Medium,Teen,Moderate,Average,Low,Medium,'High Sales'
Outerwear,'Tommy Hilfiger',Kurta,Men,S,Pink,Summer,UPI,New,Medium,Medium,Small,Low,Medium,Medium,Teen,Moderate,Excellent,Medium,Medium,'High Sales'
'Traditional Wear','Calvin Klein',Trousers,Men,S,White,Winter,Card,Returning,Medium,Medium,Small,'Very Low',Medium,High,Senior,Moderate,Excellent,Low,Medium,'High Sales'
Bottoms,Wrangler,T-Shirt,Women,L,Green,All-Season,'Net Banking',Returning,Medium,Medium,Moderate,'Very Low',Medium,Low,Senior,Moderate,Average,High,Medium,'High Sales'
Athleisure,Puma,Blazer,Men,S,Purple,Summer,Card,New,Medium,Medium,Moderate,'Very Low',High,Medium,Adult,Infrequent,Excellent,Medium,Medium,'High Sales'
Tops,Puma,Leggings,Men,L,Yellow,Winter,Card,New,Medium,Medium,Moderate,High,High,High,Senior,Moderate,Average,Medium,Medium,'High Sales'
Tops,Levi’s,Blazer,Men,S,Red,All-Season,'Net Banking',New,Medium,Medium,Moderate,Low,Medium,Low,Senior,Moderate,Poor,Medium,Medium,'High Sales'
Athleisure,Wrangler,Sweatshirt,Men,XXL,White,Summer,UPI,Returning,Medium,Medium,Moderate,High,High,High,Adult,Moderate,Average,Medium,Medium,'High Sales'
Bottoms,Adidas,'Formal Shirt',Women,XXL,Green,Summer,UPI,Returning,Medium,Low,Moderate,Low,Medium,High,Senior,Moderate,Excellent,Medium,Medium,'High Sales'
Outerwear,Nike,Jeans,Women,XL,White,All-Season,Card,New,Medium,Medium,Moderate,Medium,Medium,Low,Adult,Infrequent,Excellent,Low,High,'High Sales'
Athleisure,'Ralph Lauren',Jumpsuit,Men,L,Yellow,All-Season,Cash,Returning,Low,High,Moderate,'Very Low',Medium,Low,Adult,Moderate,Average,Medium,Low,'High Sales'
Outerwear,Nike,Shorts,Men,L,Red,All-Season,Card,Returning,Medium,Medium,Large,Medium,High,High,Elder,Moderate,Average,High,Medium,'High Sales'
Bottoms,Gucci,Jacket,Women,XXL,Blue,Winter,UPI,New,Medium,Medium,Moderate,High,Medium,Medium,Teen,Moderate,Excellent,Medium,Medium,'High Sales'
'Traditional Wear','Tommy Hilfiger',Shorts,Women,XL,Pink,Winter,Cash,New,Medium,High,Moderate,'Very Low',Medium,Medium,Senior,Moderate,Poor,Low,Low,'High Sales'
Outerwear,Zara,Hoodie,Women,S,Black,All-Season,UPI,New,Medium,High,Moderate,High,High,High,Senior,Infrequent,Average,Medium,Low,'High Sales'
Athleisure,Wrangler,Hoodie,Men,L,Black,All-Season,Card,Returning,High,Medium,Large,'Very Low',Medium,High,Senior,Moderate,Excellent,High,Medium,'High Sales'
'Traditional Wear','Louis Vuitton',Jeans,Men,XXL,Orange,Winter,'Net Banking',New,Medium,Medium,Moderate,'Very Low',Medium,Medium,Teen,Moderate,Poor,Medium,Medium,'High Sales'
'Traditional Wear',Wrangler,Blazer,Men,M,Red,Winter,Card,Returning,Medium,Medium,Large,High,High,High,Senior,Moderate,Excellent,Low,Medium,'High Sales'
Bottoms,Puma,'Polo Shirt',Men,L,Black,Summer,Cash,New,Medium,Medium,Moderate,High,High,Medium,Senior,Infrequent,Poor,Medium,Medium,'High Sales'
Tops,Reebok,Dress,Women,S,Red,Winter,Cash,Returning,Medium,Low,Large,Medium,Medium,Low,Elder,Moderate,Excellent,Low,Medium,'High Sales'
Athleisure,Levi’s,Tops,Women,XXL,Yellow,Winter,UPI,New,Medium,Medium,Small,Low,High,Low,Elder,Moderate,Excellent,Low,Medium,'High Sales'
Tops,'Calvin Klein',Jumpsuit,Women,S,White,All-Season,'Net Banking',Returning,Medium,Medium,Large,High,High,High,Elder,Moderate,Average,Medium,Medium,'High Sales'
Bottoms,Puma,Palazzo,Men,XL,White,Winter,Cash,Returning,Medium,Medium,Moderate,Medium,Medium,High,Senior,Moderate,Excellent,Medium,Medium,'High Sales'
Athleisure,Wrangler,Dress,Men,XL,Pink,Winter,UPI,New,Medium,Medium,Moderate,Medium,Medium,High,Senior,Moderate,Average,Medium,Medium,'High Sales'
'Traditional Wear','Louis Vuitton','Formal Shirt',Men,S,Pink,All-Season,Cash,Returning,Medium,Medium,Large,'Very Low',Medium,Low,Senior,Moderate,Poor,Medium,Medium,'High Sales'
'Traditional Wear',Uniqlo,Hoodie,Women,S,Blue,Winter,Cash,Returning,Medium,Medium,Moderate,Medium,Medium,Medium,Elder,Moderate,Excellent,Medium,Medium,'High Sales'
Outerwear,Reebok,Jumpsuit,Men,L,Green,Winter,Cash,Returning,Medium,Medium,Small,'Very Low',High,High,Teen,Frequent,Excellent,High,Medium,'High Sales'
Outerwear,Levi’s,Saree,Men,S,Red,Summer,UPI,New,Medium,Medium,Moderate,High,High,High,Elder,Moderate,Average,Medium,Medium,'High Sales'
'Traditional Wear','Louis Vuitton',T-Shirt,Women,XXL,Pink,Winter,UPI,New,Medium,Medium,Large,Low,High,Medium,Senior,Moderate,Excellent,High,Medium,'High Sales'
Tops,'Ralph Lauren',Blazer,Men,XL,Orange,All-Season,Card,Returning,Medium,Medium,Moderate,'Very Low',Medium,Medium,Elder,Moderate,Poor,Medium,Medium,'High Sales'
'Traditional Wear','Forever 21',Leggings,Women,L,Red,Winter,UPI,New,Medium,Medium,Small,High,High,Medium,Teen,Moderate,Average,Low,Medium,'High Sales'
Outerwear,Adidas,Blazer,Women,M,Pink,All-Season,Card,New,Medium,Medium,Small,'Very Low',Medium,High,Elder,Moderate,Poor,Medium,Medium,'High Sales'
Athleisure,Uniqlo,Jacket,Women,XXL,White,Winter,Card,New,High,Low,Moderate,High,High,Medium,Teen,Moderate,Average,Medium,High,'High Sales'
Athleisure,Reebok,Leggings,Women,XL,Black,Winter,UPI,Returning,Low,Medium,Moderate,High,High,Low,Teen,Moderate,Excellent,Medium,Low,'High Sales'
Bottoms,Levi’s,T-Shirt,Men,M,Red,Summer,Cash,New,Medium,Medium,Moderate,Medium,Medium,High,Senior,Moderate,Excellent,Low,Medium,'High Sales'
Athleisure,'Under Armour',Jacket,Women,XL,Pink,All-Season,Card,New,Medium,Medium,Small,High,Medium,High,Senior,Frequent,Excellent,Medium,Medium,'High Sales'
Outerwear,Zara,Palazzo,Men,M,White,Winter,UPI,New,Medium,Medium,Moderate,'Very Low',Medium,Medium,Teen,Moderate,Excellent,Medium,Medium,'High Sales'
Bottoms,Wrangler,Trousers,Men,M,Purple,Winter,UPI,New,Low,Medium,Moderate,Low,Medium,Low,Elder,Infrequent,Excellent,Medium,Low,'High Sales'
'Traditional Wear','Tommy Hilfiger','Track Pants',Men,L,Pink,Summer,Card,Returning,Medium,Medium,Large,'Very Low',High,Medium,Senior,Moderate,Poor,Medium,Medium,'High Sales'
Bottoms,H&M,'Track Pants',Men,XL,Yellow,All-Season,'Net Banking',New,Medium,Medium,Moderate,Low,Medium,Medium,Senior,Infrequent,Excellent,Low,Medium,'High Sales'
'Traditional Wear',Reebok,'Casual Shirt',Men,S,Black,All-Season,Card,New,Medium,Medium,Small,High,Medium,High,Teen,Moderate,Poor,Medium,Medium,'High Sales'
Tops,Versace,Blazer,Women,L,Pink,Summer,UPI,Returning,Medium,Medium,Moderate,High,Medium,Medium,Senior,Moderate,Poor,High,Medium,'High Sales'
Bottoms,GAP,Leggings,Men,L,White,Summer,'Net Banking',New,Medium,Medium,Small,Medium,Medium,Medium,Adult,Moderate,Excellent,High,Medium,'High Sales'
'Traditional Wear',H&M,Saree,Men,XL,Black,Winter,Card,Returning,Medium,Low,Large,Medium,High,Medium,Senior,Moderate,Average,High,Medium,'High Sales'
Bottoms,Uniqlo,Kurta,Women,S,Green,Winter,Cash,New,High,Medium,Moderate,High,High,Low,Teen,Moderate,Average,Low,Medium,'High Sales'
Athleisure,Uniqlo,Skirt,Men,S,Pink,Winter,UPI,Returning,Medium,Medium,Moderate,High,High,Low,Senior,Moderate,Poor,High,Medium,'High Sales'
Bottoms,'Ralph Lauren',Dress,Women,S,White,Winter,Cash,Returning,Medium,Medium,Small,Low,High,High,Teen,Moderate,Excellent,Low,Medium,'High Sales'
Bottoms,'Ralph Lauren',Kurta,Women,L,Blue,All-Season,Card,Returning,Medium,Medium,Small,Low,Medium,Low,Teen,Infrequent,Average,High,Medium,'High Sales'
Tops,Levi’s,Sweatshirt,Men,S,Purple,All-Season,Cash,New,Low,Medium,Small,High,Medium,Medium,Elder,Moderate,Poor,High,Medium,'High Sales'
'Traditional Wear',GAP,Tops,Women,XL,Black,Summer,Cash,Returning,Medium,Medium,Moderate,Medium,Medium,High,Adult,Moderate,Excellent,Medium,Medium,'High Sales'
Athleisure,'Louis Vuitton','Formal Shirt',Women,XXL,Red,Winter,Card,Returning,Medium,Medium,Small,Medium,High,High,Elder,Moderate,Average,Medium,Medium,'High Sales'
Bottoms,'Forever 21',Jacket,Women,L,Yellow,All-Season,Card,Returning,Medium,Medium,Large,Medium,High,High,Teen,Moderate,Excellent,Low,Medium,'High Sales'
Outerwear,Wrangler,'Casual Shirt',Men,M,White,Summer,UPI,New,High,Medium,Small,Low,Medium,Medium,Adult,Infrequent,Average,Low,High,'High Sales'
Bottoms,Uniqlo,'Polo Shirt',Men,XL,Purple,Summer,'Net Banking',Returning,Medium,Medium,Small,High,High,Medium,Elder,Moderate,Average,Low,Medium,'High Sales'
'Traditional Wear',Puma,T-Shirt,Men,XL,Yellow,Summer,Card,Returning,Medium,Medium,Large,Low,Low,Medium,Adult,Infrequent,Excellent,Medium,Medium,'High Sales'
'Traditional Wear',Adidas,Jumpsuit,Men,XL,Red,All-Season,'Net Banking',New,Medium,Medium,Moderate,Low,High,High,Elder,Moderate,Poor,Low,Medium,'High Sales'
Bottoms,GAP,Hoodie,Men,M,White,Winter,Card,Returning,High,Medium,Large,Medium,Medium,Medium,Teen,Moderate,Excellent,High,Medium,'High Sales'
Bottoms,'Louis Vuitton',Skirt,Women,XL,Green,Winter,'Net Banking',New,Medium,Medium,Moderate,High,Medium,High,Adult,Infrequent,Poor,Medium,Medium,'High Sales'
Bottoms,'Tommy Hilfiger',Saree,Women,M,White,Summer,Cash,New,Medium,Medium,Small,'Very Low',Medium,Medium,Adult,Moderate,Excellent,Low,Medium,'High Sales'
Bottoms,'Ralph Lauren',Shorts,Men,XXL,Black,Summer,'Net Banking',New,Medium,Low,Moderate,'Very Low',Medium,Medium,Senior,Moderate,Average,Low,Medium,'High Sales'
Athleisure,Wrangler,T-Shirt,Women,L,Yellow,Winter,Card,Returning,Medium,Medium,Moderate,Medium,Medium,High,Adult,Moderate,Excellent,Medium,Medium,'High Sales'
Athleisure,Reebok,Hoodie,Men,XL,Yellow,All-Season,UPI,New,Medium,Medium,Small,Medium,Medium,High,Senior,Moderate,Excellent,High,Medium,'High Sales'
Tops,'Under Armour',Leggings,Men,XL,Black,Winter,'Net Banking',Returning,Medium,Medium,Large,High,High,Medium,Senior,Frequent,Average,High,Medium,'High Sales'
Outerwear,Levi’s,Saree,Men,S,Yellow,Winter,UPI,New,Medium,High,Small,Medium,Medium,Low,Senior,Moderate,Excellent,Low,Medium,'High Sales'
Tops,GAP,Tops,Women,S,Blue,Summer,UPI,New,Medium,High,Moderate,'Very Low',High,Low,Teen,Moderate,Excellent,Low,Medium,'High Sales'
'Traditional Wear','Tommy Hilfiger',Sweatshirt,Men,S,Blue,Summer,Card,Returning,Medium,Medium,Large,High,High,Low,Teen,Moderate,Poor,Medium,Medium,'High Sales'
'Traditional Wear',H&M,Blazer,Men,XXL,Orange,Winter,'Net Banking',Returning,Medium,Medium,Small,'Very Low',High,Medium,Senior,Frequent,Poor,Low,Medium,'High Sales'
Athleisure,H&M,'Formal Shirt',Men,XL,Orange,Winter,Cash,Returning,Medium,Medium,Small,Medium,Medium,Low,Senior,Moderate,Average,High,Medium,'High Sales'
Outerwear,'Forever 21',Leggings,Men,XXL,Green,Winter,Card,New,Medium,Medium,Small,Low,Medium,Medium,Senior,Moderate,Excellent,High,Medium,'High Sales'
'Traditional Wear',Adidas,Palazzo,Men,M,Green,Winter,UPI,New,Medium,Medium,Small,'Very Low',High,Low,Senior,Moderate,Poor,Medium,Medium,'High Sales'
Bottoms,Diesel,Jacket,Men,XXL,Yellow,All-Season,Card,New,Medium,High,Moderate,Low,Medium,Low,Teen,Infrequent,Poor,Medium,Low,'High Sales'
Tops,Levi’s,Shorts,Men,S,Green,Summer,'Net Banking',Returning,Medium,Medium,Small,'Very Low',Medium,Medium,Teen,Moderate,Excellent,Low,Medium,'High Sales'
Bottoms,Nike,Blazer,Men,S,Red,All-Season,UPI,New,Medium,Medium,Moderate,High,High,High,Senior,Infrequent,Poor,Low,Medium,'High Sales'
Outerwear,Versace,T-Shirt,Men,XXL,Blue,All-Season,Card,New,Medium,Medium,Small,Medium,Medium,High,Teen,Infrequent,Poor,Low,Medium,'High Sales'
Tops,Adidas,Tops,Women,S,Blue,All-Season,Cash,Returning,Low,Medium,Moderate,Medium,High,Medium,Adult,Moderate,Excellent,High,Medium,'High Sales'
'Traditional Wear',Puma,Tops,Men,S,Green,Summer,UPI,New,Medium,Medium,Large,Medium,Medium,Low,Adult,Moderate,Average,Low,Medium,'High Sales'
Outerwear,'Ralph Lauren',T-Shirt,Women,S,Black,Winter,Cash,Returning,Medium,Low,Small,'Very Low',Medium,Low,Adult,Moderate,Average,Medium,Medium,'High Sales'
Tops,Versace,Kurta,Women,S,Green,All-Season,Cash,Returning,Low,Medium,Large,'Very Low',High,Low,Adult,Moderate,Poor,Low,Low,'High Sales'
Athleisure,'Tommy Hilfiger',Kurta,Men,S,Orange,All-Season,UPI,New,Medium,Medium,Small,'Very Low',Medium,Low,Elder,Frequent,Average,Medium,Medium,'High Sales'
Outerwear,Zara,Dress,Women,XXL,Black,Summer,UPI,New,Medium,High,Moderate,High,High,High,Adult,Moderate,Excellent,Low,Medium,'High Sales'
'Traditional Wear','Ralph Lauren',Blazer,Women,XL,Black,All-Season,Card,Returning,Low,Medium,Large,'Very Low',Medium,High,Teen,Moderate,Poor,Medium,Low,'High Sales'
Athleisure,Diesel,Palazzo,Men,S,Blue,Winter,Card,Returning,Medium,Medium,Small,'Very Low',Medium,Medium,Teen,Infrequent,Average,High,Medium,'High Sales'
Tops,GAP,Hoodie,Women,XL,Black,Summer,UPI,Returning,Medium,Medium,Large,'Very Low',Medium,Medium,Senior,Moderate,Average,High,Medium,'High Sales'
Bottoms,'Tommy Hilfiger','Polo Shirt',Women,M,Black,Winter,Card,New,Medium,Medium,Small,High,Medium,Medium,Teen,Moderate,Poor,High,Medium,'High Sales'
Tops,'Calvin Klein','Track Pants',Women,M,Yellow,Winter,Cash,New,Medium,Medium,Small,Low,Medium,High,Adult,Moderate,Average,Low,Medium,'High Sales'
Tops,GAP,Jumpsuit,Women,M,Green,All-Season,UPI,New,Medium,Medium,Moderate,Medium,Medium,High,Senior,Moderate,Average,Low,Medium,'High Sales'
Tops,Versace,Saree,Men,S,Black,Summer,Card,Returning,High,High,Moderate,Low,Medium,Low,Senior,Moderate,Average,Low,Medium,'High Sales'
'Traditional Wear',Wrangler,Palazzo,Women,XXL,Green,All-Season,UPI,Returning,Medium,Medium,Moderate,'Very Low',High,Medium,Senior,Moderate,Average,Low,Medium,'High Sales'
Tops,Wrangler,Kurta,Men,XXL,Black,All-Season,Cash,New,Low,Medium,Small,Medium,Medium,High,Senior,Moderate,Poor,Medium,Low,'High Sales'
Athleisure,Reebok,Skirt,Men,XXL,Pink,Winter,'Net Banking',Returning,Medium,Medium,Small,Low,Medium,Low,Senior,Moderate,Poor,High,Medium,'High Sales'
Bottoms,H&M,Skirt,Men,L,Yellow,Summer,Cash,Returning,Medium,High,Small,Low,Medium,Low,Senior,Moderate,Poor,Low,Medium,'High Sales'
Athleisure,'Calvin Klein','Polo Shirt',Men,L,Pink,All-Season,Card,New,Medium,Medium,Small,Low,High,Medium,Adult,Moderate,Poor,Low,Low,'High Sales'
Tops,Adidas,Kurta,Women,L,Black,Winter,UPI,New,Medium,Medium,Small,'Very Low',High,High,Teen,Moderate,Excellent,High,Medium,'High Sales'
Tops,Wrangler,Saree,Men,XL,Orange,All-Season,Card,Returning,Medium,Low,Moderate,Low,High,Low,Senior,Moderate,Excellent,High,Medium,'High Sales'
Tops,Zara,Saree,Women,L,Yellow,Summer,Card,New,Medium,Medium,Moderate,High,Medium,Medium,Adult,Moderate,Excellent,Low,Medium,'High Sales'
Outerwear,Balenciaga,Jeans,Men,M,Orange,Winter,Cash,New,Medium,Medium,Small,Low,Medium,Low,Senior,Moderate,Poor,Low,Medium,'High Sales'
Athleisure,Wrangler,Kurta,Women,S,Pink,Summer,'Net Banking',New,Medium,Medium,Moderate,Low,'Very High',Medium,Elder,Moderate,Excellent,Medium,Medium,'High Sales'
Bottoms,Levi’s,Leggings,Women,M,Orange,All-Season,Card,New,Medium,Medium,Moderate,Medium,Low,High,Adult,Infrequent,Average,Low,Medium,'High Sales'
Bottoms,'Louis Vuitton',Jumpsuit,Women,XL,Yellow,Summer,UPI,New,Medium,Medium,Small,High,Low,High,Adult,Moderate,Excellent,Medium,Medium,'High Sales'
Athleisure,Diesel,'Casual Shirt',Men,S,Green,All-Season,UPI,New,Medium,Medium,Small,'Very Low',High,Low,Teen,Moderate,Excellent,Low,Medium,'High Sales'
Outerwear,Zara,Shorts,Women,M,Blue,Summer,UPI,Returning,Medium,Medium,Large,'Very Low',Medium,Medium,Adult,Moderate,Excellent,Low,Medium,'High Sales'
Athleisure,Nike,Leggings,Women,M,Blue,Summer,UPI,New,Medium,Low,Small,High,High,Low,Elder,Moderate,Excellent,Low,Medium,'High Sales'
'Traditional Wear',Puma,'Casual Shirt',Men,S,Black,All-Season,UPI,New,Medium,Medium,Large,Low,High,High,Teen,Infrequent,Poor,High,Medium,'High Sales'
Tops,Versace,Jeans,Women,S,Pink,All-Season,Cash,New,Medium,Medium,Large,High,Medium,High,Adult,Moderate,Poor,Medium,Medium,'High Sales'
Bottoms,'Calvin Klein','Polo Shirt',Women,L,Black,All-Season,'Net Banking',Returning,Low,Medium,Moderate,Medium,Medium,Low,Adult,Moderate,Poor,Medium,Low,'High Sales'
'Traditional Wear',Versace,Jeans,Women,L,Black,All-Season,Cash,New,Medium,Low,Small,Low,High,High,Teen,Moderate,Poor,Medium,Medium,'High Sales'
Tops,Gucci,Sweatshirt,Women,XXL,Yellow,Winter,Cash,New,Medium,Medium,Large,Medium,Medium,Medium,Adult,Moderate,Excellent,High,Medium,'High Sales'
Tops,'Tommy Hilfiger',Jeans,Women,S,Purple,Winter,UPI,New,Medium,Medium,Small,'Very Low',Medium,Medium,Teen,Moderate,Excellent,High,Medium,'High Sales'
'Traditional Wear',Uniqlo,Jeans,Women,XXL,Green,All-Season,Cash,New,Medium,Medium,Large,Medium,High,Medium,Senior,Moderate,Average,Low,Medium,'High Sales'
Outerwear,'Louis Vuitton',Leggings,Men,XL,Yellow,All-Season,UPI,New,Medium,Medium,Small,Medium,High,Medium,Teen,Moderate,Average,High,Medium,'High Sales'
Tops,Balenciaga,'Track Pants',Men,XL,Green,Summer,'Net Banking',New,High,Medium,Moderate,'Very Low',High,High,Adult,Infrequent,Excellent,Low,High,'High Sales'
Tops,'Tommy Hilfiger',Blazer,Women,M,Purple,All-Season,Card,New,Medium,Medium,Moderate,'Very Low',Medium,Medium,Teen,Moderate,Poor,Medium,Medium,'High Sales'
Athleisure,Gucci,Blazer,Men,M,Pink,Summer,'Net Banking',New,Medium,Medium,Small,'Very Low',Medium,Low,Adult,Infrequent,Poor,Medium,Medium,'High Sales'
Athleisure,'Calvin Klein',Blazer,Women,XL,Blue,Winter,'Net Banking',New,Medium,Medium,Large,'Very Low',High,Medium,Elder,Moderate,Poor,High,Medium,'High Sales'
Outerwear,Levi’s,Saree,Men,M,Green,Winter,Card,New,Medium,Medium,Moderate,'Very Low',High,High,Adult,Moderate,Average,Low,Medium,'High Sales'
Outerwear,H&M,'Track Pants',Women,XL,Purple,All-Season,'Net Banking',Returning,Medium,Medium,Small,'Very Low',Medium,Medium,Teen,Moderate,Average,Low,Medium,'High Sales'
Outerwear,Nike,Jumpsuit,Men,L,Blue,Summer,'Net Banking',New,Low,Medium,Moderate,Medium,High,Low,Elder,Moderate,Average,High,Medium,'High Sales'
Outerwear,Wrangler,Jeans,Women,XL,Yellow,Winter,Cash,Returning,Medium,Medium,Large,Low,Medium,High,Elder,Moderate,Average,Low,Medium,'High Sales'
Bottoms,GAP,Kurta,Women,XL,Orange,All-Season,Card,New,Medium,Medium,Moderate,'Very Low',Medium,Medium,Senior,Moderate,Poor,Medium,Medium,'High Sales'
Tops,H&M,T-Shirt,Women,XL,Purple,All-Season,Card,New,High,Medium,Large,High,Medium,High,Elder,Moderate,Poor,Low,Medium,'High Sales'
